# Weather station Albury (airport), Australia, WMO_ID=95896,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95896&lang=en
#
"Local time in Albury (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2019 09:00";"0.7";"757.9";"773.1";"0.9";"96";"Wind blowing from the east-southeast";"1";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"0.1";"0.1";"0.4";"24";"";"";"";"";
"22.06.2019 08:00";"0.9";"757.6";"772.8";"0.8";"96";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"22.06.2019 06:00";"0.5";"757.0";"772.1";"0.2";"96";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"Less than  50";"";"";"less than 0.1";"-0.1";"";"";"";"";"";"";
"22.06.2019 05:00";"0.8";"756.8";"772.0";"0.1";"96";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"22.06.2019 03:00";"0.3";"756.8";"772.0";"-0.3";"96";"Wind blowing from the east";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"0.1";"-0.3";"0.2";"6";"";"";"";"";
"22.06.2019 02:00";"1.9";"756.7";"771.9";"-0.5";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"22.06.2019 00:00";"2.2";"757.1";"772.3";"0.1";"95";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"Precipitation";"";"9.0";"";"";"Less than  50";"";"";"0.1";"1.5";"";"";"";"";"";"";
"21.06.2019 23:00";"2.3";"757.2";"772.3";"0.3";"95";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"21.06.2019 21:00";"2.9";"757.0";"772.2";"1.1";"95";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"2.2";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"3.5";"756.9";"772.0";"1.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"21.06.2019 18:00";"3.9";"755.9";"771.1";"0.7";"89";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"21.06.2019 17:00";"6.5";"755.5";"770.6";"0.0";"83";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"21.06.2019 15:00";"8.3";"755.2";"770.3";"-0.9";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"7.3";"755.5";"770.5";"-1.2";"77";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"21.06.2019 12:00";"4.0";"756.1";"771.3";"0.0";"91";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"1.0";"";"";"";"100-200";"";"";"";"2.7";"";"";"";"";"";"";
"21.06.2019 11:00";"2.1";"756.7";"771.9";"1.1";"95";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"21.06.2019 09:00";"1.5";"756.1";"771.2";"1.2";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"0.4";"0.8";"No precipitation";"24";"";"";"";"";
"21.06.2019 08:00";"1.0";"755.6";"770.8";"1.0";"95";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"21.06.2019 06:00";"1.6";"754.9";"769.9";"0.3";"95";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.3";"0.9";"";"";"";"";"";"";
"21.06.2019 05:00";"2.4";"754.6";"769.7";"-0.2";"95";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"21.06.2019 03:00";"3.7";"754.6";"769.7";"0.0";"95";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"6.0";"3.0";"No precipitation";"6";"";"";"";"";
"21.06.2019 02:00";"3.7";"754.8";"769.9";"0.2";"95";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"21.06.2019 00:00";"3.7";"754.6";"769.7";"0.3";"95";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"10.2";"";"";"Less than  50";"";"";"0.1";"3.0";"";"";"";"";"";"";
"20.06.2019 23:00";"3.5";"754.6";"769.6";"0.4";"94";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"20.06.2019 21:00";"3.6";"754.3";"769.4";"0.9";"93";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"7.0";"2.6";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"3.6";"754.2";"769.3";"1.1";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"20.06.2019 18:00";"6.4";"753.4";"768.5";"0.6";"76";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.5";"";"";"";"";"";"";
"20.06.2019 17:00";"7.1";"753.1";"768.1";"0.1";"74";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"20.06.2019 15:00";"9.2";"752.8";"767.9";"-1.5";"63";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.5";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"8.9";"753.0";"768.1";"-1.9";"61";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"20.06.2019 12:00";"6.6";"754.3";"769.3";"-0.6";"76";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"-1.1";"";"";"";"1500-2000";"";"";"";"2.7";"";"";"";"";"";"";
"20.06.2019 11:00";"4.7";"754.9";"769.9";"0.2";"90";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"20.06.2019 09:00";"2.7";"754.9";"770.0";"0.9";"96";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"50-100";"";"";"";"2.1";"0.2";"24";"";"";"";"";
"20.06.2019 08:00";"1.9";"754.7";"769.8";"1.0";"96";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"20.06.2019 06:00";"1.5";"754.0";"769.1";"-0.2";"95";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"Less than  50";"";"";"1.0";"0.8";"";"";"";"";"";"";
"20.06.2019 05:00";"1.6";"753.7";"768.8";"-0.8";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"20.06.2019 03:00";"0.7";"754.2";"769.3";"-0.1";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"1.0";"0.0";"No precipitation";"6";"";"";"";"";
"20.06.2019 02:00";"-0.9";"754.5";"769.6";"0.1";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"20.06.2019 00:00";"0.4";"754.3";"769.4";"-0.1";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"10.1";"";"";"";"";"";"9.0";"-0.3";"";"";"";"";"";"";
"19.06.2019 23:00";"1.0";"754.4";"769.5";"0.1";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"19.06.2019 21:00";"2.2";"754.4";"769.5";"0.4";"94";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"Less than  50";"";"";"1.5";"1.3";"No precipitation";"6";"";"";"";"";
"19.06.2019 20:00";"2.4";"754.3";"769.3";"0.5";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"19.06.2019 18:00";"5.2";"754.0";"769.0";"0.2";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"19.06.2019 17:00";"7.4";"753.8";"768.9";"-0.1";"77";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"19.06.2019 15:00";"9.4";"753.8";"768.9";"-0.7";"71";"Wind blowing from the east-northeast";"2";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"4.4";"No precipitation";"6";"";"";"";"";
"19.06.2019 14:00";"7.7";"753.9";"769.0";"-1.0";"76";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"19.06.2019 12:00";"6.3";"754.5";"769.6";"0.1";"83";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"-1.3";"";"";"";"300-600";"";"";"";"3.6";"";"";"";"";"";"";
"19.06.2019 11:00";"5.7";"754.9";"769.9";"1.1";"89";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"19.06.2019 09:00";"3.3";"754.4";"769.5";"1.7";"96";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"2.7";"0.8";"24";"";"";"";"";
"19.06.2019 08:00";"1.3";"753.8";"768.9";"1.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"19.06.2019 06:00";"0.2";"752.7";"767.8";"0.5";"95";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"Less than  50";"";"";"1.5";"-0.5";"";"";"";"";"";"";
"19.06.2019 05:00";"-0.1";"752.4";"767.5";"0.5";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"19.06.2019 03:00";"1.9";"752.2";"767.2";"0.7";"94";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.3";"1.0";"No precipitation";"6";"";"";"";"";
"19.06.2019 02:00";"2.4";"751.9";"766.9";"0.3";"93";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"19.06.2019 00:00";"5.1";"751.5";"766.5";"0.4";"90";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"11.4";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"18.06.2019 23:00";"4.4";"751.6";"766.6";"0.6";"92";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"18.06.2019 21:00";"6.0";"751.1";"766.1";"0.8";"89";"Wind blowing from the west";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"4.3";"0.8";"6";"";"";"";"";
"18.06.2019 20:00";"7.2";"751.0";"766.0";"1.1";"85";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"18.06.2019 18:00";"9.4";"750.3";"765.3";"0.8";"89";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.7";"";"";"";"";"";"";
"18.06.2019 17:00";"9.9";"749.9";"764.9";"0.1";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"18.06.2019 15:00";"10.9";"749.5";"764.5";"-1.4";"81";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"7.8";"No precipitation";"6";"";"";"";"";
"18.06.2019 14:00";"9.5";"749.8";"764.8";"-1.6";"84";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"18.06.2019 12:00";"8.1";"750.9";"765.9";"-0.4";"88";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"1.1";"";"";"";"1000-1500";"";"";"";"6.2";"";"";"";"";"";"";
"18.06.2019 11:00";"6.9";"751.4";"766.4";"0.2";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"18.06.2019 09:00";"5.1";"751.3";"766.3";"0.4";"96";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"";"4.5";"0.2";"24";"";"";"";"";
"18.06.2019 08:00";"4.3";"751.2";"766.2";"0.3";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"18.06.2019 06:00";"3.0";"750.9";"765.9";"-0.5";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"";"2.3";"";"";"";"";"";"";
"18.06.2019 05:00";"2.2";"750.9";"765.9";"-0.7";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"18.06.2019 03:00";"2.9";"751.4";"766.4";"-0.5";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"No precipitation";"6";"";"";"";"";
"18.06.2019 02:00";"2.6";"751.6";"766.6";"-0.6";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"18.06.2019 00:00";"3.7";"751.9";"767.0";"-0.6";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"15.4";"";"";"";"";"";"9.0";"2.8";"";"";"";"";"";"";
"17.06.2019 23:00";"4.1";"752.2";"767.3";"-0.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"17.06.2019 21:00";"5.2";"752.5";"767.6";"0.6";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"No precipitation";"6";"";"";"";"";
"17.06.2019 20:00";"5.5";"752.5";"767.5";"0.8";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"17.06.2019 18:00";"9.3";"751.9";"767.0";"0.3";"80";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"17.06.2019 17:00";"11.7";"751.7";"766.7";"0.0";"68";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"17.06.2019 15:00";"14.1";"751.6";"766.6";"-1.2";"56";"Calm, no wind";"0";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.5";"0.2";"6";"";"";"";"";
"17.06.2019 14:00";"13.7";"751.7";"766.7";"-1.8";"63";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"17.06.2019 12:00";"11.0";"752.8";"767.9";"-0.8";"76";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"1.9";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"17.06.2019 11:00";"9.7";"753.5";"768.6";"0.1";"77";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"17.06.2019 09:00";"5.1";"753.6";"768.7";"0.8";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"1.0";"24";"";"";"";"";
"17.06.2019 08:00";"3.0";"753.4";"768.4";"0.8";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"17.06.2019 06:00";"2.7";"752.8";"767.8";"0.0";"95";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"2.0";"";"";"";"";"";"";
"17.06.2019 05:00";"4.1";"752.6";"767.7";"-0.2";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"17.06.2019 03:00";"3.6";"752.8";"767.8";"0.1";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"2.9";"No precipitation";"6";"";"";"";"";
"17.06.2019 02:00";"3.7";"752.8";"767.8";"0.0";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"17.06.2019 00:00";"4.3";"752.7";"767.8";"0.0";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"14.6";"";"";"";"";"";"7.0";"3.6";"";"";"";"";"";"";
"16.06.2019 23:00";"5.3";"752.8";"767.8";"0.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"16.06.2019 21:00";"6.6";"752.7";"767.8";"0.9";"94";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"5.7";"No precipitation";"6";"";"";"";"";
"16.06.2019 20:00";"7.4";"752.5";"767.6";"0.9";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"16.06.2019 18:00";"9.5";"751.8";"766.8";"0.2";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"16.06.2019 17:00";"11.6";"751.6";"766.6";"-0.1";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"16.06.2019 15:00";"13.6";"751.6";"766.6";"-1.5";"72";"Wind blowing from the north-northeast";"1";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"8.7";"1.0";"6";"";"";"";"";
"16.06.2019 14:00";"12.8";"751.7";"766.7";"-2.0";"75";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"16.06.2019 12:00";"10.2";"753.1";"768.2";"-0.3";"86";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"Precipitation";"4.3";"";"";"";"600-1000";"";"";"";"8.0";"";"";"";"";"";"";
"16.06.2019 11:00";"9.2";"753.7";"768.8";"0.6";"92";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"16.06.2019 09:00";"7.8";"753.4";"768.5";"1.2";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"";"7.1";"0.2";"24";"";"";"";"";
"16.06.2019 08:00";"7.0";"753.1";"768.2";"1.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"16.06.2019 06:00";"6.2";"752.2";"767.3";"0.3";"96";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"5.6";"";"";"";"";"";"";
"16.06.2019 05:00";"5.2";"751.8";"766.8";"-0.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"16.06.2019 03:00";"5.9";"751.9";"766.9";"-0.6";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"5.2";"No precipitation";"6";"";"";"";"";
"16.06.2019 02:00";"5.7";"752.2";"767.2";"-0.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"16.06.2019 00:00";"6.0";"752.5";"767.5";"0.0";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"14.7";"";"";"";"";"";"2.0";"5.1";"";"";"";"";"";"";
"15.06.2019 23:00";"7.2";"752.6";"767.7";"0.2";"94";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"15.06.2019 21:00";"8.9";"752.5";"767.6";"0.6";"89";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.2";"No precipitation";"6";"";"";"";"";
"15.06.2019 20:00";"10.5";"752.4";"767.5";"0.8";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"15.06.2019 18:00";"11.3";"751.9";"767.0";"0.6";"84";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.7";"";"";"";"";"";"";
"15.06.2019 17:00";"11.5";"751.6";"766.6";"0.1";"82";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"15.06.2019 15:00";"14.6";"751.3";"766.3";"-1.2";"62";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.4";"No precipitation";"6";"";"";"";"";
"15.06.2019 14:00";"13.0";"751.5";"766.5";"-1.3";"72";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"15.06.2019 12:00";"11.0";"752.5";"767.5";"-0.1";"84";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"6.5";"";"";"";"300-600";"";"";"";"8.4";"";"";"";"";"";"";
"15.06.2019 11:00";"10.1";"752.8";"767.9";"0.7";"88";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"15.06.2019 09:00";"8.9";"752.6";"767.7";"1.3";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"1.0";"8.3";"0.4";"24";"";"";"";"";
"15.06.2019 08:00";"8.1";"752.1";"767.2";"1.1";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"15.06.2019 06:00";"7.4";"751.3";"766.3";"0.6";"94";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"";"";"50-100";"";"";"0.1";"6.5";"";"";"";"";"";"";
"15.06.2019 05:00";"9.9";"751.0";"766.0";"0.3";"95";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"15.06.2019 03:00";"9.8";"750.7";"765.7";"0.0";"94";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"8.9";"0.4";"6";"";"";"";"";
"15.06.2019 02:00";"9.9";"750.7";"765.7";"-0.2";"95";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"15.06.2019 00:00";"9.1";"750.7";"765.7";"-0.3";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"15.0";"";"";"2000-2500";"";"";"";"8.0";"";"";"";"";"";"";
"14.06.2019 23:00";"9.3";"750.9";"765.9";"0.0";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"14.06.2019 21:00";"10.5";"751.0";"766.0";"0.7";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.9";"No precipitation";"6";"";"";"";"";
"14.06.2019 20:00";"10.5";"750.9";"765.9";"1.1";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"14.06.2019 18:00";"12.3";"750.3";"765.3";"0.5";"80";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"9.0";"";"";"";"";"";"";
"14.06.2019 17:00";"12.8";"749.8";"764.8";"0.0";"73";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"14.06.2019 15:00";"14.0";"749.8";"764.8";"-1.1";"69";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"14.06.2019 14:00";"13.7";"749.8";"764.8";"-1.6";"79";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"14.06.2019 12:00";"12.3";"750.9";"765.9";"-0.4";"78";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"7.7";"";"";"";"300-600";"";"";"";"8.6";"";"";"";"";"";"";
"14.06.2019 11:00";"12.3";"751.4";"766.4";"0.3";"74";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"14.06.2019 09:00";"10.0";"751.3";"766.3";"0.8";"90";"Calm, no wind";"0";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.4";"1.0";"24";"";"";"";"";
"14.06.2019 08:00";"8.6";"751.1";"766.1";"0.9";"94";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"14.06.2019 06:00";"9.0";"750.5";"765.5";"0.5";"92";"Wind blowing from the north-east";"2";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"7.8";"";"";"";"";"";"";
"14.06.2019 05:00";"9.2";"750.2";"765.2";"0.2";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
