# Weather station Launceston (airport), Australia, WMO_ID=95966,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95966&lang=en
#
"Local time in Launceston (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2019 16:00";"9.5";"759.8";"775.5";"-0.2";"72";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"25.06.2019 15:00";"11.2";"759.7";"775.4";"-0.7";"65";"Wind blowing from the north-northwest";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.9";"0.2";"6";"";"";"";"";
"25.06.2019 14:00";"11.7";"759.6";"775.3";"-1.6";"62";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"25.06.2019 13:00";"11.8";"760.0";"775.7";"-1.2";"62";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"25.06.2019 12:00";"10.8";"760.4";"776.1";"-0.6";"66";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"-0.8";"";"";"";"600-1000";"";"";"";"4.7";"";"";"";"";"";"";
"25.06.2019 11:00";"8.3";"761.2";"776.8";"0.5";"74";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"25.06.2019 10:00";"7.8";"761.2";"776.9";"0.7";"74";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"25.06.2019 09:00";"3.9";"761.0";"776.7";"0.7";"90";"Calm, no wind";"0";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"2.4";"No precipitation";"24";"";"";"";"";
"25.06.2019 08:00";"1.8";"760.7";"776.4";"0.5";"90";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"25.06.2019 07:00";"3.2";"760.5";"776.2";"0.3";"88";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"25.06.2019 06:00";"4.1";"760.3";"775.9";"0.0";"82";"Wind blowing from the north";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"1.3";"";"";"";"";"";"";
"25.06.2019 05:00";"2.8";"760.2";"775.9";"-0.1";"90";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"25.06.2019 04:00";"3.2";"760.2";"775.9";"-0.1";"90";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"25.06.2019 03:00";"3.0";"760.3";"775.9";"-0.2";"90";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"1.5";"No precipitation";"6";"";"";"";"";
"25.06.2019 02:00";"3.5";"760.3";"776.0";"-0.3";"90";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"25.06.2019 01:00";"2.0";"760.3";"776.0";"0.0";"91";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"25.06.2019 00:00";"2.0";"760.5";"776.2";"0.0";"95";"Wind blowing from the north-northwest";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"8.8";"";"";"600-1000";"";"";"";"1.3";"";"";"";"";"";"";
"24.06.2019 23:00";"2.2";"760.6";"776.2";"0.0";"89";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"24.06.2019 22:00";"2.1";"760.3";"775.9";"-0.3";"90";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"24.06.2019 21:00";"3.8";"760.5";"776.2";"0.5";"95";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"24.06.2019 20:00";"3.6";"760.6";"776.3";"0.7";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"24.06.2019 19:00";"4.4";"760.6";"776.2";"1.2";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"24.06.2019 18:00";"3.7";"760.0";"775.7";"0.8";"82";"Wind blowing from the north";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"0.9";"";"";"";"";"";"";
"24.06.2019 17:00";"6.0";"759.9";"775.6";"0.7";"82";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"24.06.2019 16:00";"7.9";"759.4";"775.1";"-0.4";"73";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"24.06.2019 15:00";"8.2";"759.2";"774.8";"-1.1";"75";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"No precipitation";"6";"";"";"";"";
"24.06.2019 14:00";"7.2";"759.2";"774.8";"-1.6";"77";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"24.06.2019 13:00";"5.3";"759.8";"775.5";"-1.1";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"24.06.2019 12:00";"2.9";"760.3";"776.0";"-0.6";"92";"Wind blowing from the south";"3";"";"";"60%.";"No significant weather observed. ";"";"";"-4.6";"";"";"";"600-1000";"";"";"";"1.7";"";"";"";"";"";"";
"24.06.2019 11:00";"1.3";"760.8";"776.5";"0.4";"96";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"24.06.2019 10:00";"-0.7";"760.9";"776.5";"0.6";"98";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"24.06.2019 09:00";"-2.2";"760.9";"776.5";"0.9";"98";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"-2.5";"0.2";"24";"";"";"";"";
"24.06.2019 08:00";"-3.3";"760.4";"776.1";"0.7";"98";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"24.06.2019 07:00";"-3.6";"760.3";"776.0";"0.6";"99";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"24.06.2019 06:00";"-3.3";"760.0";"775.6";"0.1";"99";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Snow grains ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"-3.4";"";"";"";"";"";"";
"24.06.2019 05:00";"-4.2";"759.7";"775.4";"-0.2";"98";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"24.06.2019 04:00";"-4.2";"759.7";"775.4";"0.3";"95";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"24.06.2019 03:00";"-2.6";"759.9";"775.6";"0.5";"97";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.0";"No precipitation";"6";"";"";"";"";
"24.06.2019 02:00";"-2.9";"759.9";"775.6";"0.3";"98";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"24.06.2019 01:00";"-2.7";"759.4";"775.1";"0.0";"97";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"24.06.2019 00:00";"-1.0";"759.4";"775.1";"0.3";"98";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"8.6";"";"";"";"";"";"2.5";"-1.3";"";"";"";"";"";"";
"23.06.2019 23:00";"-0.7";"759.6";"775.3";"0.8";"95";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"23.06.2019 22:00";"0.9";"759.4";"775.1";"0.9";"94";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"23.06.2019 21:00";"1.5";"759.1";"774.7";"0.7";"93";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.5";"No precipitation";"6";"";"";"";"";
"23.06.2019 20:00";"2.5";"758.8";"774.4";"0.8";"89";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"23.06.2019 19:00";"3.5";"758.5";"774.1";"0.6";"84";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"23.06.2019 18:00";"4.2";"758.4";"774.0";"0.8";"84";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"23.06.2019 17:00";"5.7";"758.0";"773.6";"0.3";"82";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"23.06.2019 16:00";"7.5";"757.9";"773.5";"0.1";"74";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"23.06.2019 15:00";"8.4";"757.6";"773.2";"-0.9";"66";"Wind blowing from the south-east";"2";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"2.4";"0.2";"6";"";"";"";"";
"23.06.2019 14:00";"8.0";"757.7";"773.3";"-1.2";"70";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"23.06.2019 13:00";"6.8";"757.8";"773.4";"-1.2";"78";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"23.06.2019 12:00";"4.9";"758.5";"774.1";"-0.3";"86";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"Precipitation";"-3.5";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"23.06.2019 11:00";"2.7";"758.9";"774.5";"0.4";"92";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"23.06.2019 10:00";"0.5";"759.0";"774.6";"0.9";"96";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"23.06.2019 09:00";"-0.7";"758.8";"774.4";"1.1";"99";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"8.0";"-0.8";"No precipitation";"24";"";"";"";"";
"23.06.2019 08:00";"-2.7";"758.5";"774.1";"1.0";"99";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"23.06.2019 07:00";"-2.6";"758.1";"773.7";"0.5";"99";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"23.06.2019 06:00";"-3.1";"757.7";"773.3";"0.2";"98";"Wind blowing from the south";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"23.06.2019 05:00";"-3.1";"757.5";"773.1";"0.2";"99";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"23.06.2019 04:00";"-2.9";"757.6";"773.2";"0.5";"98";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"23.06.2019 03:00";"-1.0";"757.5";"773.1";"0.2";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"-1.3";"No precipitation";"6";"";"";"";"";
"23.06.2019 02:00";"-0.6";"757.3";"772.9";"0.2";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"23.06.2019 01:00";"0.0";"757.1";"772.7";"0.1";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"23.06.2019 00:00";"0.0";"757.3";"772.9";"0.2";"96";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"10.5";"";"";"";"";"";"5.0";"-0.6";"";"";"";"";"";"";
"22.06.2019 23:00";"0.6";"757.1";"772.7";"-0.1";"92";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"22.06.2019 22:00";"1.6";"757.0";"772.6";"0.1";"90";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.06.2019 21:00";"2.8";"757.1";"772.7";"0.3";"85";"Wind blowing from the south-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.5";"No precipitation";"6";"";"";"";"";
"22.06.2019 20:00";"3.8";"757.2";"772.8";"0.6";"80";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"22.06.2019 19:00";"5.9";"756.9";"772.5";"0.5";"77";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"22.06.2019 18:00";"7.6";"756.8";"772.4";"0.5";"71";"Wind blowing from the south";"1";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.7";"";"";"";"";"";"";
"22.06.2019 17:00";"7.5";"756.6";"772.2";"0.3";"71";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"22.06.2019 16:00";"9.1";"756.4";"772.0";"-0.1";"63";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"22.06.2019 15:00";"10.1";"756.3";"771.9";"-0.5";"60";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.7";"No precipitation";"6";"";"";"";"";
"22.06.2019 14:00";"10.2";"756.3";"771.9";"-0.9";"60";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"22.06.2019 13:00";"9.8";"756.5";"772.1";"-0.8";"62";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"22.06.2019 12:00";"9.0";"756.8";"772.4";"-0.3";"68";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"-2.5";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"22.06.2019 11:00";"6.0";"757.2";"772.8";"0.4";"76";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"22.06.2019 10:00";"3.7";"757.3";"772.9";"0.9";"85";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"22.06.2019 09:00";"2.2";"757.1";"772.7";"1.0";"94";"Wind blowing from the south";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.3";"No precipitation";"24";"";"";"";"";
"22.06.2019 08:00";"-0.9";"756.8";"772.4";"0.7";"95";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"22.06.2019 07:00";"0.8";"756.4";"772.0";"0.4";"95";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.06.2019 06:00";"-0.8";"756.1";"771.7";"0.0";"96";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"22.06.2019 05:00";"-2.1";"756.1";"771.7";"-0.1";"96";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"22.06.2019 04:00";"-1.2";"756.0";"771.6";"-0.1";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"22.06.2019 03:00";"-0.5";"756.1";"771.7";"0.0";"90";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.9";"No precipitation";"6";"";"";"";"";
"22.06.2019 02:00";"0.7";"756.2";"771.8";"0.1";"92";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"22.06.2019 01:00";"0.4";"756.1";"771.7";"0.0";"90";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"22.06.2019 00:00";"1.6";"756.1";"771.7";"0.0";"84";"Wind blowing from the south-southwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"10.7";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"21.06.2019 23:00";"2.6";"756.1";"771.7";"0.3";"82";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"21.06.2019 22:00";"3.1";"756.1";"771.7";"0.6";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"21.06.2019 21:00";"4.5";"756.1";"771.7";"0.9";"73";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.1";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"5.3";"755.8";"771.4";"1.0";"70";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"21.06.2019 19:00";"5.3";"755.5";"771.1";"1.0";"75";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"21.06.2019 18:00";"6.5";"755.2";"770.8";"1.0";"69";"Wind blowing from the south-southwest";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"1.2";"";"";"";"";"";"";
"21.06.2019 17:00";"8.3";"754.8";"770.3";"0.8";"65";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"21.06.2019 16:00";"7.9";"754.5";"770.0";"0.2";"70";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"21.06.2019 15:00";"9.2";"754.2";"769.7";"-0.4";"59";"Wind blowing from the east-southeast";"2";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"10.3";"754.0";"769.6";"-0.9";"58";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"21.06.2019 13:00";"9.5";"754.3";"769.8";"-0.5";"63";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"21.06.2019 12:00";"8.4";"754.6";"770.1";"0.3";"65";"Wind blowing from the east-northeast";"2";"";"";"";"No significant weather observed. ";"";"";"-2.3";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"21.06.2019 11:00";"6.2";"754.9";"770.4";"1.2";"74";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"21.06.2019 10:00";"3.5";"754.8";"770.3";"1.4";"80";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"21.06.2019 09:00";"1.5";"754.3";"769.9";"1.2";"96";"Wind blowing from the west";"1";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"0.9";"No precipitation";"24";"";"";"";"";
"21.06.2019 08:00";"-1.5";"753.7";"769.2";"0.6";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"21.06.2019 07:00";"-1.7";"753.4";"768.9";"0.6";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"21.06.2019 06:00";"-1.0";"753.1";"768.7";"0.2";"96";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"8.0";"-1.6";"";"";"";"";"";"";
"21.06.2019 05:00";"-0.8";"753.1";"768.6";"0.3";"95";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"21.06.2019 04:00";"0.6";"752.8";"768.4";"0.3";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"21.06.2019 03:00";"1.7";"752.9";"768.4";"0.3";"89";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.1";"No precipitation";"6";"";"";"";"";
"21.06.2019 02:00";"1.4";"752.8";"768.4";"0.4";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"21.06.2019 01:00";"2.3";"752.5";"768.1";"0.4";"88";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"21.06.2019 00:00";"3.2";"752.6";"768.1";"0.6";"82";"Wind blowing from the south-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"10.8";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"20.06.2019 23:00";"5.3";"752.4";"767.9";"0.4";"75";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"20.06.2019 22:00";"3.9";"752.1";"767.6";"0.3";"78";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"20.06.2019 21:00";"3.8";"752.0";"767.5";"0.7";"74";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-0.4";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"4.8";"752.0";"767.5";"1.0";"71";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"20.06.2019 19:00";"5.5";"751.8";"767.2";"0.9";"71";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"20.06.2019 18:00";"6.2";"751.3";"766.7";"0.3";"69";"Wind blowing from the south-west";"1";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"0.9";"";"";"";"";"";"";
"20.06.2019 17:00";"7.2";"751.0";"766.5";"-0.3";"63";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"20.06.2019 16:00";"8.9";"750.9";"766.3";"-1.0";"61";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"20.06.2019 15:00";"9.9";"751.0";"766.4";"-1.5";"54";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.0";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"10.2";"751.3";"766.7";"-1.7";"51";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"20.06.2019 13:00";"10.1";"751.9";"767.3";"-1.4";"54";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"20.06.2019 12:00";"8.8";"752.5";"768.0";"-0.7";"54";"Wind blowing from the north-northwest";"1";"";"";"";"No significant weather observed. ";"";"";"-2.2";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"20.06.2019 11:00";"7.3";"753.0";"768.5";"0.0";"66";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"20.06.2019 10:00";"2.3";"753.3";"768.8";"0.4";"87";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"20.06.2019 09:00";"1.9";"753.2";"768.7";"0.4";"91";"Wind blowing from the south";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.6";"No precipitation";"24";"";"";"";"";
